Preschool_Name,Location_Type,Address,Opening_Hours,Preschool_Website,Stars,Average_Stars,Google_Website,Update_Time,Preschool_Latitude,Preschool_Longitude,Sunday_Start,Sunday_End,Monday_Start,Monday_End,Tuesday_Start,Tuesday_End,Wednesday_Start,Wednesday_End,Thursday_Start,Thursday_End,Friday_Start,Friday_End,Saturday_Start,Saturday_End,Sunday_Start_Number,Sunday_End_Number,Monday_Start_Number,Monday_End_Number,Tuesday_Start_Number,Tuesday_End_Number,Wednesday_Start_Number,Wednesday_End_Number,Thursday_Start_Number,Thursday_End_Number,Friday_Start_Number,Friday_End_Number,Saturday_Start_Number,Saturday_End_Number,Overall_Sentiment,Communication_Factors,Cost_Factors,Educational_Factors,Facility_Factors,Safety_and_Health_Factors,Staff_and_Management_Factors
Cherie Hearts @ Charlton Pte Ltd,Preschool,"19F Charlton Ln, Singapore 539643 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://www.cheriehearts.com.sg/centres/childcare-charlton/,"5,    1,    5,    5,    5,    5,    5,    5,    4,    4,    4,    3,    5,    5,    5",4.4,"https://www.google.com/maps/place/Cherie+Hearts+@+Charlton/@1.3565012,103.881579,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17b04506387d:0x14c809faf28103d7!8m2!3d1.3565012!4d103.881579!16s%2Fg%2F1vd6zvrn?entry=ttu",2024-04-11 00:38:38.490206,1.3565012,103.881579,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,0.4040626837856355,0.4471230158730158,,0.523888888888889,0.2822786690433749,,0.0207465277777777
Chatsworth Preschool - Piccadilly Campus,Kindergarten,"3 Piccadilly Circus, Singapore 797641 ",,https://www.sdmchatsworth.sg/piccadilly-home,"5,    1,    5,    5,    5,    5,    5,    5,    4,    4,    4,    3,    5,    5,    5",4.4,"https://www.google.com/maps/place/Chatsworth+Preschool+-+Piccadilly+Campus/@1.40283,103.871298,17z/data=!3m1!4b1!4m6!3m5!1s0x31da166272425e3b:0x7e7e816e9f4663a4!8m2!3d1.40283!4d103.871298!16s%2Fg%2F12hqck98c?entry=ttu",2024-04-11 00:38:05.041368,1.40283,103.871298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2666666666666666,0.1833333333333333,,0.35,,,
Chatsworth Preschool - Clementi Woods,Preschool,"93A Clementi Rd, Singapore 129781 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.sdmchatsworth.sg/,"5,    5,    5,    1,    4,    5,    5,    5,    1",4.0,"https://www.google.com/maps/place/Chatsworth+Preschool+-+Clementi+Woods/@1.2997675,103.7681338,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1b18f7b85acf:0x7db3391a08d28664!8m2!3d1.2997675!4d103.7681338!16s%2Fg%2F11jgqw8f47?entry=ttu",2024-04-11 00:37:40.389229,1.2997675,103.7681338,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Cavenur Kindergarten,Kindergarten,"741 Tampines St. 72, #01-74 Tampines Greenvale, Singapore 520741 ",,https://cavenur.edu.sg/,"4,    1,    5,    5,    5,    5",4.166666666666667,"https://www.google.com/maps/place/Cavenur+Kindergarten/@1.359975,103.933002,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d743f1a6ac9:0xdd40ae33ed4d9290!8m2!3d1.359975!4d103.933002!16s%2Fg%2F1tgyz31p?entry=ttu",2024-04-11 00:37:31.728717,1.359975,103.933002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
Catholic Kindergarten,Kindergarten,"15 Flower Rd, Singapore 549404 ",,https://catholickdg.com.sg/,"4,    1,    5,    5,    5,    5",4.166666666666667,"https://www.google.com/maps/place/Catholic+Kindergarten/@1.3600026,103.8818493,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17b235a0d49b:0xa63bb0a88ddceac0!8m2!3d1.3600026!4d103.8818493!16s%2Fg%2F1tfglxs4?entry=ttu",2024-04-11 00:37:05.386975,1.3600026,103.8818493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpe Diem Starlets Sparkle Pte Ltd,Child care agency,"167 Jalan Bukit Merah, #04-15C, Singapore 150167 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://carpediem.com.sg/,"5,    5",5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Bukit+Merah/@1.2827221,103.8184563,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1b22cdf6d0a3:0xe8caecdc15ac2d78!8m2!3d1.2827221!4d103.8184563!16s%2Fg%2F11gxfscxjy?entry=ttu",2024-04-11 00:36:40.004743,1.2827221,103.8184563,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem Starlets 2,Preschool,"120 Teck Whye Ln, Block 120, Singapore 680120 ",,https://carpediem.com.sg/,"5,    1,    5",3.6666666666666665,"https://www.google.com/maps/place/Carpe+Diem+Starlets+2/@1.3788408,103.7503073,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11c0cc4dfedb:0x63f24ee40bd28989!8m2!3d1.3788408!4d103.7503073!16s%2Fg%2F11b6c__yfs?entry=ttu",2024-04-11 00:36:13.362279,1.3788408,103.7503073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpe Diem Starlet 1,Kindergarten,"110 Teck Whye Ln, Block 110, Singapore 680110 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://carpediem.com.sg/,"5,    5,    5,    5,    5,    5,    5,    4,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    1,    5,    5,    1,    5,    5",4.625,"https://www.google.com/maps/place/Carpe+Diem+Starlet+1/@1.378239,103.7519523,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1193bf97e945:0x3cef5a59fc569420!8m2!3d1.378239!4d103.7519523!16s%2Fg%2F11ptzfdnhg?entry=ttu",2024-04-11 00:35:59.652077,1.378239,103.7519523,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Carpe Diem Springs Preschool,Preschool,"108 Spottiswoode Park Rd, #01-126, Singapore 080108 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://bit.ly/cdsenquiry,"5,    5,    5,    5,    5,    5,    5,    4,    5,    5,    5,    5,    5,    5,    5,    5,    5,    5,    1,    5,    5,    1,    5,    5",4.625,"https://www.google.com/maps/place/Carpe+Diem+Springs+Preschool/@1.274206,103.8354632,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1968e40ed453:0x8b46821ce6e4e83a!8m2!3d1.274206!4d103.8354632!16s%2Fg%2F1ptw7md26?entry=ttu",2024-04-11 00:35:34.964353,1.274206,103.8354632,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem Schoolhouse Pte Ltd (5 Toh Yi Drive),Child care agency,"5 Toh Yi Dr, #02-01, Singapore 590005 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.carpediem.com.sg/,"3,    5,    5",4.333333333333333,"https://www.google.com/maps/place/Carpe+Diem+@+Toh+Yi+Drive/@1.3381784,103.7746733,17z/data=!3m1!4b1!4m6!3m5!1s0x31da10628e83a95f:0xe092f9be39c18f03!8m2!3d1.3381784!4d103.7746733!16s%2Fg%2F11c75y26h2?entry=ttu",2024-04-11 00:35:00.002978,1.3381784,103.7746733,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,0.3,,,0.3,,,
Carpe Diem Schoolhouse Pte Ltd (131 Toa Payoh Lorong 1),Child care agency,"Blk 131 Lor 1 Toa Payoh, #02-01, Singapore 310131 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://carpediem.com.sg/,5,5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Toa+Payoh+Lorong+1/@1.3380376,103.8432733,17z/data=!3m1!4b1!4m6!3m5!1s0x31da173ab86555ef:0x890a048594884f19!8m2!3d1.3380376!4d103.8432733!16s%2Fg%2F11gj0srbl9?entry=ttu",2024-04-11 00:34:35.746752,1.3380376,103.8432733,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem Little Green House Pte Ltd,Child care agency,"11 Woodlands Cl, #01-33/34 Woodlands 11, Singapore 737853 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://carpediem.com.sg/,"5,    5,    2",4.0,"https://www.google.com/maps/place/Carpe+Diem+@+Woodlands+11/@1.4346655,103.8023106,17z/data=!3m1!4b1!4m6!3m5!1s0x31da139ecaf571eb:0x25d708b3e9cce634!8m2!3d1.4346655!4d103.8023106!16s%2Fg%2F11bzs5kv4v?entry=ttu",2024-04-11 00:34:22.143728,1.4346655,103.8023106,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem Kindercare Pte Ltd,Day care center,"108 Bedok Reservoir Rd, Singapore 470108 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://carpediem.com.sg/,"5,    5,    2",4.0,"https://www.google.com/maps/place/Carpe+Diem+Kindercare+Pte+Ltd/@1.3301483,103.909651,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d5a39274f57:0x77dd82cabbdf9f8e!8m2!3d1.3301483!4d103.909651!16s%2Fg%2F1td4rt8d?entry=ttu",2024-04-11 00:34:04.924594,1.3301483,103.909651,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem First Years Pte Ltd,Nursery school,"Blk 129 Pasir Ris Street 11, #01-325, Singapore 510129 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",,"5,    5,    2",4.0,"https://www.google.com/maps/place/Carpe+Diem+@+Pasir+Ris+Street+11/@1.3666259,103.9553318,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3dabc3bcd4e7:0xc984f7130d513c2!8m2!3d1.3666259!4d103.9553318!16s%2Fg%2F1tfw9_zn?entry=ttu",2024-04-11 00:33:40.814135,1.3666259,103.9553318,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem Childcare Resort Pte Ltd,Child care agency,"413 Northshore Dr, #02-01, Singapore 820413 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://carpediem.com.sg/,"5,    5",5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Northshore/@1.4164385,103.9002627,17z/data=!3m1!4b1!4m6!3m5!1s0x31da15f35aaaaaab:0xa37bde6b1511af2!8m2!3d1.4164385!4d103.9002627!16s%2Fg%2F1v44bgp_?entry=ttu",2024-04-11 00:33:16.687772,1.4164385,103.9002627,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ Petir,Child care agency,"167 Petir Rd, #01-138, Singapore 670167 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://carpediem.com.sg/,"4,    4",4.0,"https://www.google.com/maps/place/Carpe+Diem+@+Petir/@1.3776992,103.7648879,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11a4b863c17d:0x3762beb52679f4e8!8m2!3d1.3776992!4d103.7648879!16s%2Fg%2F1tf13cwg?entry=ttu",2024-04-11 00:32:44.718491,1.3776992,103.7648879,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,0.6,,,,0.6,,
Carpe Diem @ Parkway Centre Pte Ltd,Child care agency,"1 Marine Parade Central, #05-01/06, Singapore 449408 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://carpediem.com.sg/,"5,    5,    5,    5,    5,    5,    5,    5,    5",5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Parkway/@1.3018671,103.9061067,17z/data=!3m1!4b1!4m6!3m5!1s0x31da19fc9ba54369:0x30414c57f76ff32d!8m2!3d1.3018671!4d103.9061067!16s%2Fg%2F11ksp710gq?entry=ttu",2024-04-11 00:32:20.377119,1.3018671,103.9061067,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ Jurong West,Child care agency,"Blk 739 Jurong West Street 73, #01-66, Singapore 640739 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://carpediem.com.sg/,"5,    3,    5",4.333333333333333,"https://www.google.com/maps/place/Carpe+Diem+@+Jurong+West/@1.345946,103.7000236,17z/data=!3m1!4b1!4m6!3m5!1s0x31da0fbe000b85c9:0x17e3f9accd6cf8b0!8m2!3d1.345946!4d103.7000236!16s%2Fg%2F1v_0g8h6?entry=ttu",2024-04-11 00:32:06.462317,1.345946,103.7000236,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ Jurong Kechil,Child care agency,"146 Jln Jurong Kechil, Singapore 598639 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 9am to 5pm,    Wednesday, 9am to 5pm",https://carpediem.com.sg/,"5,    3,    5",4.333333333333333,"https://www.google.com/maps/place/Carpe+Diem+@+Jurong+Kechil/@1.3435644,103.7703533,17z/data=!3m1!4b1!4m6!3m5!1s0x31da115b2b1b88c3:0x27e7706ddde3a4d0!8m2!3d1.3435644!4d103.7703533!16s%2Fg%2F11lpbjf2z6?entry=ttu",2024-04-11 00:31:42.331268,1.3435644,103.7703533,Closed,Closed,7am,7pm,9am,5pm,9am,5pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,9,17,9,17,7,19,7,19,Closed,Closed,0.0,0.0,,,,,
Carpe Diem @ Hougang Street 92,Child care agency,"946 Hougang St. 92, #01-167, Singapore 530946 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://carpediem.com.sg/,5,5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Hougang+Street+92/@1.3747434,103.880983,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17b0062914c3:0x1c05558ed3df7b9a!8m2!3d1.3747434!4d103.880983!16s%2Fg%2F11stjsrqlz?entry=ttu",2024-04-11 00:31:18.028099,1.3747434,103.880983,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ Hougang Avenue 9,Child care agency,"Blk 954 Hougang Ave 9, #01-536, Singapore 530954 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://carpediem.com.sg/,"5,    5,    5,    5,    5,    5,    5,    5,    5,    3,    1,    5,    5",4.538461538461538,"https://www.google.com/maps/place/Carpe+Diem+@+Hougang+Avenue+9/@1.3766859,103.8783777,17z/data=!3m1!4b1!4m6!3m5!1s0x31da1726dd0c5729:0xc6af8b7cda5e31a3!8m2!3d1.3766859!4d103.8783777!16s%2Fg%2F11vcmcg52n?entry=ttu",2024-04-11 00:31:04.336201,1.3766859,103.8783777,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ Hilltop Pte Ltd,Child care agency,"701 Yio Chu Kang Rd, Singapore 787087 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",,"5,    5,    5,    5,    5,    5,    5,    5,    5,    3,    1,    5,    5",4.538461538461538,"https://www.google.com/maps/place/CARPE+DIEM+@+HILLTOP+PTE+LTD/@1.3786152,103.8305658,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16c8cfffffff:0x7a194bfcbe68fd2d!8m2!3d1.3786152!4d103.8305658!16s%2Fg%2F11bw61mtf8?entry=ttu",2024-04-11 00:30:39.828370,1.3786152,103.8305658,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ Gambas Crescent,Child care agency,"3 Gambas Cres, #01-04, Singapore 757088 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://carpediem.com.sg/,5,5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Gambas+Crescent/@1.4438982,103.8140904,17z/data=!3m1!4b1!4m6!3m5!1s0x31da13156d2b6b1b:0x22916080d903011b!8m2!3d1.4438982!4d103.8140904!16s%2Fg%2F11vcmdtgm5?entry=ttu",2024-04-11 00:30:25.574554,1.4438982,103.8140904,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ Fajar Road,Child care agency,"Blk 445 Fajar Rd, #02-544, Singapore 670445 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://carpediem.com.sg/,5,5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Fajar+Road/@1.383802,103.770558,17z/data=!3m1!4b1!4m6!3m5!1s0x31da119f5caa87b7:0xbc531a032fa5c142!8m2!3d1.383802!4d103.770558!16s%2Fg%2F1ptyqnph7?entry=ttu",2024-04-11 00:30:01.302600,1.383802,103.770558,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ Bukit Batok Central,Day care center,"626 Bukit Batok Central, Block 626, Singapore 650626 ",,,"1,    5,    5",3.6666666666666665,"https://www.google.com/maps/place/Carpe+Diem+@+Bukit+Batok+Central/@1.3520373,103.748873,17z/data=!3m1!4b1!4m6!3m5!1s0x31da103926e9d72b:0x2790aef2300914bb!8m2!3d1.3520373!4d103.748873!16s%2Fg%2F1tql28x1?entry=ttu",2024-04-11 00:29:37.365359,1.3520373,103.748873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpe Diem @ Blk 355 tampines,Day care center,"Blk 355 Tampines Street 33, #01-638, Singapore 520355 ",,http://carpediem.com.sg/,5,5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Blk+355+tampines/@1.3550654,103.9614892,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3ce2d0000001:0x3ae6ac82922c484a!8m2!3d1.3550654!4d103.9614892!16s%2Fg%2F1tgh528t?entry=ttu",2024-04-11 00:29:23.514396,1.3550654,103.9614892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carpe Diem @ Blk 318 Bukit Batok,Child care agency,"Blk 318 Bukit Batok Street 32, #01-169, Singapore 650318 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",,5,5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Blk+318+Bukit+Batok/@1.360978,103.7467278,17z/data=!3m1!4b1!4m6!3m5!1s0x31da11baf37c1ee7:0x9289afeb83beae66!8m2!3d1.360978!4d103.7467278!16s%2Fg%2F11tsv0bl21?entry=ttu",2024-04-11 00:29:09.724688,1.360978,103.7467278,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ Blk 219 Tampines,Child care agency,"Blk 219 Tampines Street 24, #01-28, Singapore 520219 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",,5,5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Blk+219+Tampines/@1.3548722,103.952525,17z/data=!3m1!4b1!4m6!3m5!1s0x31da3d04dc3d836d:0x40b66d6fb802f0c0!8m2!3d1.3548722!4d103.952525!16s%2Fg%2F1tj4w6wn?entry=ttu",2024-04-11 00:28:55.675678,1.3548722,103.952525,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ BB connection,Child care agency,"2 Bukit Batok Street 23, #01-12/13, Singapore 659554 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 5pm",,5,5.0,"https://www.google.com/maps/place/Carpe+Diem+@+BB+connection/@1.3437946,103.7539843,17z/data=!3m1!4b1!4m6!3m5!1s0x31da106adc88b7e7:0xade1679b2a9a59ee!8m2!3d1.3437946!4d103.7539843!16s%2Fg%2F11f3x515lk?entry=ttu",2024-04-11 00:28:41.988140,1.3437946,103.7539843,Closed,Closed,7am,7pm,7am,7pm,7am,5pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,17,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ Anchorvale,Child care agency,"353 Anchorvale Ln, #02-02, Singapore 540353 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, 7am to 2pm,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.carpediem.com.sg/,5,5.0,"https://www.google.com/maps/place/Carpe+Diem+@+Anchorvale/@1.3932592,103.8857525,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17091f336eb9:0x3abeb66defe26845!8m2!3d1.3932592!4d103.8857525!16s%2Fg%2F11s1p3jwnn?entry=ttu",2024-04-11 00:28:17.723031,1.3932592,103.8857525,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,2pm,Closed,Closed,7,19,7,19,7,19,7,19,7,19,7,14,,,,,,,
Carpe Diem @ 78 Yio Chu Kang,Child care agency,"78 Yio Chu Kang Rd, #01-02, Singapore 545571 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",http://www.carpediem.com.sg/,"5,    5,    5,    5,    5,    5,    5",5.0,"https://www.google.com/maps/place/Carpe+Diem+@+78+Yio+Chu+Kang/@1.3581664,103.8750291,17z/data=!3m1!4b1!4m6!3m5!1s0x31da17aebfafc9c9:0xf04cdf5e1dec0e42!8m2!3d1.3581664!4d103.8750291!16s%2Fg%2F11f04bd075?entry=ttu",2024-04-11 00:27:53.254589,1.3581664,103.8750291,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
Carpe Diem @ 2 Ang Mo Kio Drive,Child care agency,"2 Ang Mo Kio Dr, #01-07, Singapore 567720 ","Thursday, 7am to 7pm,    Friday, 7am to 7pm,    Saturday, Closed,    Sunday, Closed,    Monday, 7am to 7pm,    Tuesday, 7am to 7pm,    Wednesday, 7am to 7pm",https://carpediem.com.sg/,"5,    5,    1,    4,    1,    5",3.5,"https://www.google.com/maps/place/Carpe+Diem+@+2+Ang+Mo+Kio+Drive/@1.3778796,103.8562274,17z/data=!3m1!4b1!4m6!3m5!1s0x31da16efd4e3a4b3:0x79c172da3c45ae2f!8m2!3d1.3778796!4d103.8562274!16s%2Fg%2F1ptwp6wjc?entry=ttu",2024-04-11 00:27:29.004395,1.3778796,103.8562274,Closed,Closed,7am,7pm,7am,7pm,7am,7pm,7am,7pm,7am,7pm,Closed,Closed,Closed,Closed,7,19,7,19,7,19,7,19,7,19,Closed,Closed,,,,,,,
